emp_no,first_name,last_name,birth_date,from_date,to_date,title
241254,Jagoda,Anguita,1/15/65,5/11/93,1/1/99,Senior Engineer
241292,Uri,Lampe,1/29/65,12/11/01,1/1/99,Senior Staff
241292,Uri,Lampe,1/29/65,12/11/01,1/1/99,Staff
241567,Emran,Miara,1/18/65,5/2/89,1/1/99,Engineer
241567,Emran,Miara,1/18/65,5/2/89,1/1/99,Senior Engineer
241667,Atilio,Olivero,1/28/65,9/4/85,1/1/99,Engineer
241667,Atilio,Olivero,1/28/65,9/4/85,1/1/99,Senior Engineer
241728,Limsoon,Boudaillier,1/30/65,8/8/99,1/1/99,Senior Engineer
241872,Bluma,Fetvedt,1/11/65,11/14/01,1/1/99,Senior Staff
241872,Bluma,Fetvedt,1/11/65,11/14/01,1/1/99,Staff
242019,Herb,Murrill,1/9/65,10/28/01,1/1/99,Senior Engineer
242081,Tomokazu,Pargas,1/12/65,11/15/96,1/1/99,Assistant Engineer
242081,Tomokazu,Pargas,1/12/65,11/15/96,1/1/99,Engineer
242104,Richara,Sudkamp,1/5/65,9/5/89,1/1/99,Senior Staff
242104,Richara,Sudkamp,1/5/65,9/5/89,1/1/99,Staff
242500,Bingning,Iisaku,1/8/65,6/26/89,1/1/99,Senior Staff
242500,Bingning,Iisaku,1/8/65,6/26/89,1/1/99,Staff
242800,Kazuyasu,Levergood,1/11/65,2/10/96,1/1/99,Engineer
243018,Bowen,Deverell,1/2/65,12/27/98,1/1/99,Senior Staff
243077,Kazunori,Perz,2/1/65,2/25/99,1/1/99,Senior Engineer
243576,Abdulah,Lodder,1/4/65,11/10/96,1/1/99,Senior Staff
243576,Abdulah,Lodder,1/4/65,11/10/96,1/1/99,Staff
243637,Marjo,Delgrange,1/16/65,6/24/90,1/1/99,Senior Staff
243637,Marjo,Delgrange,1/16/65,6/24/90,1/1/99,Staff
243898,Arch,Basawa,1/9/65,5/10/98,1/1/99,Staff
244308,Mokhtar,Rebaine,1/10/65,7/23/91,1/1/99,Senior Staff
244308,Mokhtar,Rebaine,1/10/65,7/23/91,1/1/99,Staff
244605,Masoud,Suwa,1/22/65,10/10/98,1/1/99,Senior Staff
244605,Masoud,Suwa,1/22/65,10/10/98,1/1/99,Staff
244624,Boaz,Seuren,1/31/65,3/27/87,1/1/99,Senior Staff
244624,Boaz,Seuren,1/31/65,3/27/87,1/1/99,Staff
244711,Rosli,Butner,1/25/65,3/20/91,1/1/99,Assistant Engineer
244711,Rosli,Butner,1/25/65,3/20/91,1/1/99,Engineer
244714,Poorav,Clouatre,1/27/65,5/6/96,1/1/99,Senior Engineer
244820,Shigenori,Hertweck,1/15/65,4/13/87,1/1/99,Engineer
244820,Shigenori,Hertweck,1/15/65,4/13/87,1/1/99,Senior Engineer
244873,Arunachalam,Oppitz,1/4/65,5/20/86,1/1/99,Senior Staff
244873,Arunachalam,Oppitz,1/4/65,5/20/86,1/1/99,Staff
245164,Filipp,Winter,1/23/65,10/24/96,1/1/99,Engineer
245164,Filipp,Winter,1/23/65,10/24/96,1/1/99,Senior Engineer
245396,Gift,Bottner,1/31/65,3/4/95,1/1/99,Senior Staff
245396,Gift,Bottner,1/31/65,3/4/95,1/1/99,Staff
245664,Manohar,Kilgore,1/18/65,11/17/98,1/1/99,Staff
246146,Zhongwei,Melski,1/30/65,9/4/87,1/1/99,Engineer
246146,Zhongwei,Melski,1/30/65,9/4/87,1/1/99,Senior Engineer
246244,George,Casperson,1/9/65,1/20/00,1/1/99,Staff
246364,Alper,Tiemann,1/6/65,10/29/98,1/1/99,Engineer
246764,Shuzo,Czaja,1/4/65,11/29/97,1/1/99,Staff
246798,Tianruo,Strooper,1/9/65,12/7/01,1/1/99,Senior Staff
246798,Tianruo,Strooper,1/9/65,12/7/01,1/1/99,Staff
246902,Shih,Shanbhogue,1/27/65,4/19/98,1/1/99,Staff
247089,Seongbae,Schahn,1/17/65,12/10/92,1/1/99,Senior Staff
247089,Seongbae,Schahn,1/17/65,12/10/92,1/1/99,Staff
247122,Xiaobin,Narlikar,1/23/65,2/14/92,1/1/99,Senior Staff
247122,Xiaobin,Narlikar,1/23/65,2/14/92,1/1/99,Staff
247447,Tzu,Bakhtari,1/28/65,3/18/94,1/1/99,Engineer
247447,Tzu,Bakhtari,1/28/65,3/18/94,1/1/99,Senior Engineer
247456,Masako,Bahk,1/16/65,7/31/97,1/1/99,Engineer
247612,Chiranjit,Constantine,1/4/65,5/25/97,1/1/99,Engineer
247875,Xiong,Anick,1/2/65,4/23/91,1/1/99,Senior Staff
247888,Abdelghani,Lagarias,1/15/65,9/6/85,1/1/99,Engineer
247888,Abdelghani,Lagarias,1/15/65,9/6/85,1/1/99,Senior Engineer
248256,Sajjan,Falby,1/5/65,8/29/96,1/1/99,Staff
248351,Jaana,Milicia,2/1/65,6/2/85,1/1/99,Senior Staff
248758,Snehasis,Muhlberg,2/1/65,12/25/94,1/1/99,Senior Staff
248758,Snehasis,Muhlberg,2/1/65,12/25/94,1/1/99,Staff
248953,Percy,Sudbeck,1/29/65,8/29/96,1/1/99,Assistant Engineer
249239,Hideyuki,Decleir,1/21/65,5/4/94,1/1/99,Senior Engineer
249325,Ute,Pokrovskii,1/26/65,6/9/97,1/1/99,Staff
249433,Ayonca,Matzov,1/16/65,6/3/88,1/1/99,Engineer
249433,Ayonca,Matzov,1/16/65,6/3/88,1/1/99,Senior Engineer
249504,Dmitry,Velardi,1/7/65,10/20/95,1/1/99,Engineer
249504,Dmitry,Velardi,1/7/65,10/20/95,1/1/99,Senior Engineer
249780,Nechama,Gaughan,1/12/65,7/9/93,1/1/99,Assistant Engineer
249780,Nechama,Gaughan,1/12/65,7/9/93,1/1/99,Engineer
249780,Nechama,Gaughan,1/12/65,7/9/93,1/1/99,Senior Engineer
249799,Jolita,Neimat,1/4/65,12/27/93,1/1/99,Engineer
249799,Jolita,Neimat,1/4/65,12/27/93,1/1/99,Senior Engineer
249866,Steen,Gubsky,1/15/65,1/14/89,1/1/99,Senior Staff
249866,Steen,Gubsky,1/15/65,1/14/89,1/1/99,Staff
249969,Georgi,Luiz,1/21/65,6/10/91,1/1/99,Engineer
249969,Georgi,Luiz,1/21/65,6/10/91,1/1/99,Senior Engineer
250411,Ranga,Sommen,1/27/65,1/20/89,1/1/99,Senior Staff
250411,Ranga,Sommen,1/27/65,1/20/89,1/1/99,Staff
250452,Alexius,Plavsic,1/14/65,1/17/00,1/1/99,Senior Engineer
250748,Kish,Turnbull,1/27/65,2/10/87,1/1/99,Engineer
250748,Kish,Turnbull,1/27/65,2/10/87,1/1/99,Senior Engineer
251166,Hinrich,Hooghiemstra,1/22/65,10/5/85,1/1/99,Senior Staff
251166,Hinrich,Hooghiemstra,1/22/65,10/5/85,1/1/99,Staff
251233,Yucel,Bernini,1/7/65,2/19/93,1/1/99,Engineer
251233,Yucel,Bernini,1/7/65,2/19/93,1/1/99,Senior Engineer
251301,Pintsang,Impagliazzo,1/30/65,5/6/89,1/1/99,Senior Staff
251341,Divier,Kumaresan,1/11/65,12/5/92,1/1/99,Senior Staff
251341,Divier,Kumaresan,1/11/65,12/5/92,1/1/99,Staff
251403,Utpal,DuBourdieux,1/1/65,11/19/97,1/1/99,Technique Leader
251437,Shichao,Iwayama,1/20/65,10/17/89,1/1/99,Assistant Engineer
251437,Shichao,Iwayama,1/20/65,10/17/89,1/1/99,Engineer
251645,Bezalel,Tsunoo,1/6/65,6/17/92,1/1/99,Senior Staff
251645,Bezalel,Tsunoo,1/6/65,6/17/92,1/1/99,Staff
251680,Moty,Sommen,1/5/65,8/14/90,1/1/99,Senior Engineer
251814,Mitsuyuki,Zockler,1/1/65,9/14/98,1/1/99,Technique Leader
252185,Chaosheng,Conta,1/1/65,4/14/97,1/1/99,Assistant Engineer
252185,Chaosheng,Conta,1/1/65,4/14/97,1/1/99,Engineer
252316,Gill,Niizuma,1/7/65,10/8/94,1/1/99,Engineer
252316,Gill,Niizuma,1/7/65,10/8/94,1/1/99,Senior Engineer
252392,Sanjeeva,Peron,1/1/65,12/26/93,1/1/99,Engineer
252392,Sanjeeva,Peron,1/1/65,12/26/93,1/1/99,Senior Engineer
253029,Thodoros,Thimonier,1/13/65,4/5/95,1/1/99,Engineer
253707,Insup,Hainaut,1/5/65,2/11/98,1/1/99,Staff
253838,Stafford,Terlouw,1/28/65,2/21/99,1/1/99,Assistant Engineer
253893,Huiqun,Trystram,1/4/65,5/10/93,1/1/99,Senior Engineer
254044,Gunilla,Brendel,1/16/65,4/10/92,1/1/99,Engineer
254044,Gunilla,Brendel,1/16/65,4/10/92,1/1/99,Senior Engineer
254399,Armond,Lores,1/24/65,9/16/99,1/1/99,Technique Leader
254821,Tonny,Couchot,1/24/65,12/12/94,1/1/99,Staff
255466,Huan,Roccetti,1/18/65,7/3/85,1/1/99,Senior Engineer
255657,Oldrich,Cyre,1/20/65,2/10/85,1/1/99,Engineer
255657,Oldrich,Cyre,1/20/65,2/10/85,1/1/99,Senior Engineer
255779,Heejo,Merle,1/31/65,9/4/97,1/1/99,Technique Leader
256216,Halsur,Brodal,1/1/65,11/22/97,1/1/99,Engineer
256856,Hongzue,Barbanera,1/3/65,6/17/87,1/1/99,Senior Staff
256856,Hongzue,Barbanera,1/3/65,6/17/87,1/1/99,Staff
256881,Ioana,Jakobus,1/3/65,8/10/90,1/1/99,Engineer
256881,Ioana,Jakobus,1/3/65,8/10/90,1/1/99,Senior Engineer
256888,Heather,Pehl,1/3/65,9/15/93,1/1/99,Staff
257062,Stabislas,Pardalos,1/24/65,6/21/89,1/1/99,Engineer
257062,Stabislas,Pardalos,1/24/65,6/21/89,1/1/99,Senior Engineer
257378,Pascal,Bernatsky,1/6/65,9/3/88,1/1/99,Senior Staff
257378,Pascal,Bernatsky,1/6/65,9/3/88,1/1/99,Staff
257469,Anyuan,Hanratty,1/22/65,1/6/88,1/1/99,Senior Staff
257469,Anyuan,Hanratty,1/22/65,1/6/88,1/1/99,Staff
257484,Shaowei,Nicolson,1/1/65,12/7/86,1/1/99,Senior Staff
257484,Shaowei,Nicolson,1/1/65,12/7/86,1/1/99,Staff
258028,Mountaz,Reinhart,1/7/65,7/3/01,1/1/99,Engineer
258124,Mariusz,Zolotykh,1/17/65,7/28/90,1/1/99,Senior Staff
258470,Weiwu,Butner,1/4/65,2/14/95,1/1/99,Staff
258643,Przemyslawa,Esposito,1/11/65,2/27/92,1/1/99,Engineer
258643,Przemyslawa,Esposito,1/11/65,2/27/92,1/1/99,Senior Engineer
259042,Xiaoqiang,Farrow,1/12/65,1/1/97,1/1/99,Staff
259237,Palash,Gammage,1/27/65,10/23/87,1/1/99,Senior Staff
259237,Palash,Gammage,1/27/65,10/23/87,1/1/99,Staff
259273,Xiahua,Gomatam,1/22/65,12/1/89,1/1/99,Senior Engineer
259611,Shuichi,Marrakchi,1/27/65,8/21/90,1/1/99,Senior Staff
259619,Conal,Magliocco,1/21/65,5/9/92,1/1/99,Senior Staff
259718,Stepehn,Bouloucos,1/24/65,12/13/93,1/1/99,Senior Staff
259718,Stepehn,Bouloucos,1/24/65,12/13/93,1/1/99,Staff
260153,Mingdong,Baar,1/28/65,10/14/91,1/1/99,Technique Leader
260249,Vugranam,Beausoleil,1/22/65,5/14/98,1/1/99,Staff
260361,Reinhold,Rahier,1/25/65,10/9/97,1/1/99,Engineer
260399,Hatem,Birsak,1/30/65,4/10/89,1/1/99,Senior Staff
260399,Hatem,Birsak,1/30/65,4/10/89,1/1/99,Staff
260408,Sasan,Brookner,1/19/65,9/3/96,1/1/99,Senior Staff
260408,Sasan,Brookner,1/19/65,9/3/96,1/1/99,Staff
260501,Dzung,Pargas,1/14/65,5/17/90,1/1/99,Technique Leader
261184,Masako,Kornatzky,1/30/65,8/29/87,1/1/99,Senior Engineer
261631,Jianhua,Huttel,1/8/65,2/23/98,1/1/99,Engineer
261662,Berni,Assaf,1/11/65,9/8/89,1/1/99,Senior Staff
261737,Mark,Lindqvist,1/23/65,11/22/90,1/1/99,Engineer
261737,Mark,Lindqvist,1/23/65,11/22/90,1/1/99,Senior Engineer
261986,Gila,Ramsak,1/21/65,5/13/97,1/1/99,Senior Engineer
261990,Volkmar,Czaja,1/16/65,4/1/92,1/1/99,Senior Staff
261990,Volkmar,Czaja,1/16/65,4/1/92,1/1/99,Staff
262208,Mrinalini,Holburn,1/16/65,5/23/87,1/1/99,Senior Staff
262210,Chinho,Bottner,1/22/65,7/29/85,1/1/99,Assistant Engineer
262210,Chinho,Bottner,1/22/65,7/29/85,1/1/99,Engineer
262210,Chinho,Bottner,1/22/65,7/29/85,1/1/99,Senior Engineer
262328,Mayuko,Vural,1/3/65,12/24/97,1/1/99,Staff
262439,Lorien,Lagarias,1/30/65,10/10/85,1/1/99,Senior Staff
262439,Lorien,Lagarias,1/30/65,10/10/85,1/1/99,Staff
262636,Tamiya,Reutenauer,1/4/65,4/10/92,1/1/99,Senior Engineer
262752,Pramod,Bierman,1/4/65,12/12/97,1/1/99,Engineer
262928,Piyush,Gill,1/1/65,2/20/95,1/1/99,Engineer
262928,Piyush,Gill,1/1/65,2/20/95,1/1/99,Senior Engineer
263012,Hideo,Buchter,1/9/65,5/1/99,1/1/99,Staff
263186,Danny,Lowrie,1/22/65,9/13/95,1/1/99,Technique Leader
263370,Shakhar,Ranze,1/3/65,5/29/99,1/1/99,Staff
263439,Atreye,Kabayashi,1/9/65,12/15/86,1/1/99,Senior Engineer
263645,Mingsen,Lally,1/19/65,12/4/90,1/1/99,Senior Engineer
263649,Mechthild,Zongker,1/17/65,7/26/93,1/1/99,Senior Staff
263926,Fusako,Schwartzbauer,1/3/65,4/7/85,1/1/99,Senior Staff
263926,Fusako,Schwartzbauer,1/3/65,4/7/85,1/1/99,Staff
264030,Zdislav,Solares,1/15/65,12/14/90,1/1/99,Assistant Engineer
264030,Zdislav,Solares,1/15/65,12/14/90,1/1/99,Engineer
264167,Baoqiu,Tomescu,1/25/65,5/1/96,1/1/99,Senior Engineer
264322,Leandro,Swist,1/3/65,1/6/91,1/1/99,Senior Staff
264322,Leandro,Swist,1/3/65,1/6/91,1/1/99,Staff
264626,Noritoshi,Bakhtari,1/13/65,2/3/93,1/1/99,Senior Staff
264626,Noritoshi,Bakhtari,1/13/65,2/3/93,1/1/99,Staff
264939,Bogdan,Bahi,1/10/65,2/13/99,1/1/99,Engineer
264939,Bogdan,Bahi,1/10/65,2/13/99,1/1/99,Senior Engineer
265039,Navid,Staudhammer,1/3/65,10/18/92,1/1/99,Senior Staff
265039,Navid,Staudhammer,1/3/65,10/18/92,1/1/99,Staff
265521,Kensei,Salverda,1/4/65,5/25/93,1/1/99,Engineer
265521,Kensei,Salverda,1/4/65,5/25/93,1/1/99,Senior Engineer
265558,Susuma,Kleiser,1/31/65,8/2/87,1/1/99,Senior Staff
265558,Susuma,Kleiser,1/31/65,8/2/87,1/1/99,Staff
265794,Miquel,Halloran,1/15/65,1/14/94,1/1/99,Senior Staff
265794,Miquel,Halloran,1/15/65,1/14/94,1/1/99,Staff
265875,Fan,Marsiglia,1/20/65,9/3/89,1/1/99,Engineer
265875,Fan,Marsiglia,1/20/65,9/3/89,1/1/99,Senior Engineer
266206,Zsolt,Anily,2/1/65,8/19/85,1/1/99,Senior Staff
266206,Zsolt,Anily,2/1/65,8/19/85,1/1/99,Staff
266249,Sumant,Nishimukai,1/15/65,3/28/91,1/1/99,Senior Staff
266310,Zvonko,Serdy,1/23/65,6/24/87,1/1/99,Senior Staff
266310,Zvonko,Serdy,1/23/65,6/24/87,1/1/99,Staff
266644,Anwar,Gubsky,1/8/65,8/9/93,1/1/99,Senior Staff
266644,Anwar,Gubsky,1/8/65,8/9/93,1/1/99,Staff
266862,Mart,Plumb,1/10/65,4/21/86,1/1/99,Senior Staff
266881,Mokhtar,Sabnani,1/11/65,2/4/97,1/1/99,Senior Staff
266881,Mokhtar,Sabnani,1/11/65,2/4/97,1/1/99,Staff
267059,Moie,Tempesti,1/9/65,6/29/91,1/1/99,Senior Staff
267059,Moie,Tempesti,1/9/65,6/29/91,1/1/99,Staff
267227,Susuma,Tagansky,1/10/65,1/22/95,1/1/99,Engineer
267227,Susuma,Tagansky,1/10/65,1/22/95,1/1/99,Senior Engineer
267304,Jordanka,Axelband,1/6/65,6/27/94,1/1/99,Senior Staff
267667,Irena,Kaiserswerth,1/5/65,9/5/87,1/1/99,Senior Staff
267667,Irena,Kaiserswerth,1/5/65,9/5/87,1/1/99,Staff
268043,Narain,Mikschl,1/28/65,11/2/97,1/1/99,Engineer
268191,LiMin,Teitelbaum,1/7/65,11/1/90,1/1/99,Engineer
268191,LiMin,Teitelbaum,1/7/65,11/1/90,1/1/99,Senior Engineer
269728,Naftali,Kragelund,1/12/65,5/16/87,1/1/99,Senior Staff
269728,Naftali,Kragelund,1/12/65,5/16/87,1/1/99,Staff
270084,Ulises,Frolund,1/11/65,7/26/86,1/1/99,Senior Staff
270084,Ulises,Frolund,1/11/65,7/26/86,1/1/99,Staff
270716,Shunichi,Baer,1/19/65,2/4/98,1/1/99,Staff
270794,Dannz,Zhang,2/1/65,6/26/91,1/1/99,Senior Staff
271106,Taisook,Kampfer,1/10/65,11/30/97,1/1/99,Engineer
271219,Odoardo,Tyugu,1/16/65,11/7/94,1/1/99,Engineer
272141,Tsutomu,Neiman,1/13/65,7/31/96,1/1/99,Senior Staff
272141,Tsutomu,Neiman,1/13/65,7/31/96,1/1/99,Staff
272285,Gully,Mitchem,1/19/65,1/22/86,1/1/99,Senior Staff
272285,Gully,Mitchem,1/19/65,1/22/86,1/1/99,Staff
272316,Surveyors,Muhling,1/5/65,7/19/99,1/1/99,Engineer
272452,Mitsuyuki,Isard,1/10/65,2/27/02,1/1/99,Engineer
272599,Holgard,Hegner,1/16/65,7/15/93,1/1/99,Senior Staff
272599,Holgard,Hegner,1/16/65,7/15/93,1/1/99,Staff
272860,Minghong,Candan,2/1/65,2/10/94,1/1/99,Assistant Engineer
273159,Divine,Hofmeyr,1/26/65,4/14/89,1/1/99,Technique Leader
273286,Brigham,Asmuth,1/26/65,1/23/89,1/1/99,Engineer
273286,Brigham,Asmuth,1/26/65,1/23/89,1/1/99,Senior Engineer
273396,Wayne,Baba,1/10/65,3/7/98,1/1/99,Engineer
273806,Hongzhu,Beetstra,1/1/65,8/18/97,1/1/99,Senior Staff
273806,Hongzhu,Beetstra,1/1/65,8/18/97,1/1/99,Staff
273858,Gunilla,Matzen,1/13/65,12/28/90,1/1/99,Senior Staff
273858,Gunilla,Matzen,1/13/65,12/28/90,1/1/99,Staff
274071,Mingsen,Weiland,1/1/65,10/12/95,1/1/99,Staff
274271,Prodip,Ritcey,1/10/65,9/10/86,1/1/99,Senior Staff
274271,Prodip,Ritcey,1/10/65,9/10/86,1/1/99,Staff
274369,Ranga,Waymire,1/29/65,1/27/97,1/1/99,Senior Staff
274813,Yefim,Pettey,1/10/65,8/7/93,1/1/99,Senior Staff
274813,Yefim,Pettey,1/10/65,8/7/93,1/1/99,Staff
275158,Satyanarayana,Brandsma,1/7/65,12/8/99,1/1/99,Engineer
275263,Vojin,Laventhal,1/21/65,10/18/91,1/1/99,Engineer
275263,Vojin,Laventhal,1/21/65,10/18/91,1/1/99,Senior Engineer
275444,Limsoon,Leppanen,1/16/65,1/21/93,1/1/99,Engineer
275444,Limsoon,Leppanen,1/16/65,1/21/93,1/1/99,Senior Engineer
275495,Shen,Yamaashi,1/13/65,2/19/95,1/1/99,Staff
275801,Ayakannu,Heinisuo,1/22/65,6/28/86,1/1/99,Senior Staff
275881,Jiann,Munro,1/8/65,5/18/88,1/1/99,Senior Engineer
275994,Uma,Prampolini,1/29/65,2/21/91,1/1/99,Engineer
275994,Uma,Prampolini,1/29/65,2/21/91,1/1/99,Senior Engineer
276027,Holgard,Stavenow,1/4/65,2/28/86,1/1/99,Senior Staff
276027,Holgard,Stavenow,1/4/65,2/28/86,1/1/99,Staff
276184,Mari,Swick,1/10/65,4/8/91,1/1/99,Senior Staff
276186,Sajjad,Vecchi,1/30/65,6/2/93,1/1/99,Senior Staff
276186,Sajjad,Vecchi,1/30/65,6/2/93,1/1/99,Staff
276189,Isaac,Klerer,1/10/65,3/19/95,1/1/99,Senior Staff
276189,Isaac,Klerer,1/10/65,3/19/95,1/1/99,Staff
276445,Atilio,Randi,1/27/65,7/2/88,1/1/99,Engineer
276445,Atilio,Randi,1/27/65,7/2/88,1/1/99,Senior Engineer
276472,Hideyuki,Flanders,1/27/65,11/10/88,1/1/99,Engineer
276472,Hideyuki,Flanders,1/27/65,11/10/88,1/1/99,Senior Engineer
276563,Gift,Solares,1/1/65,8/1/95,1/1/99,Senior Staff
276868,Alois,Sanella,1/19/65,3/13/98,1/1/99,Staff
277316,Vitali,Rothenberg,1/3/65,10/4/89,1/1/99,Senior Staff
277316,Vitali,Rothenberg,1/3/65,10/4/89,1/1/99,Staff
277362,Uzi,Kugler,1/9/65,1/12/91,1/1/99,Senior Staff
277420,Rayond,Schach,1/16/65,4/22/95,1/1/99,Engineer
277420,Rayond,Schach,1/16/65,4/22/95,1/1/99,Senior Engineer
277777,Herbert,Itzigehl,1/27/65,7/4/90,1/1/99,Senior Engineer
277829,Michaela,Fandrianto,1/22/65,6/2/86,1/1/99,Senior Engineer
278239,Boaz,Bottner,1/19/65,2/6/94,1/1/99,Staff
278386,Caolyn,Poujol,1/15/65,12/3/95,1/1/99,Technique Leader
278452,Sudhanshu,Toyoshima,1/7/65,8/29/87,1/1/99,Senior Staff
278452,Sudhanshu,Toyoshima,1/7/65,8/29/87,1/1/99,Staff
278536,Munenori,Shobatake,1/14/65,1/10/92,1/1/99,Senior Staff
278536,Munenori,Shobatake,1/14/65,1/10/92,1/1/99,Staff
278549,Jaana,Werthner,1/2/65,7/27/89,1/1/99,Senior Staff
278549,Jaana,Werthner,1/2/65,7/27/89,1/1/99,Staff
278953,Jeanna,Ghandeharizadeh,1/26/65,8/11/90,1/1/99,Senior Engineer
279115,Maren,DuCasse,1/5/65,11/29/97,1/1/99,Engineer
279280,Niranjan,Debuse,1/9/65,9/21/92,1/1/99,Engineer
279280,Niranjan,Debuse,1/9/65,9/21/92,1/1/99,Senior Engineer
279791,Chiranjit,Lyonns,1/10/65,12/24/86,1/1/99,Assistant Engineer
279791,Chiranjit,Lyonns,1/10/65,12/24/86,1/1/99,Engineer
280070,Niteen,Ebeling,1/24/65,3/29/88,1/1/99,Senior Staff
280070,Niteen,Ebeling,1/24/65,3/29/88,1/1/99,Staff
280291,Lenore,Badache,1/26/65,11/24/98,1/1/99,Staff
280420,Jahangir,Hofting,1/31/65,9/28/86,1/1/99,Senior Staff
280420,Jahangir,Hofting,1/31/65,9/28/86,1/1/99,Staff
280525,Kish,Herbst,1/13/65,8/18/96,1/1/99,Staff
280648,Heeju,Lorys,1/4/65,12/27/86,1/1/99,Engineer
280648,Heeju,Lorys,1/4/65,12/27/86,1/1/99,Senior Engineer
281570,Zijian,Covnot,1/8/65,9/13/94,1/1/99,Assistant Engineer
281692,Khosrow,Sommen,1/6/65,3/3/90,1/1/99,Senior Engineer
281848,Parke,Staylopatis,1/29/65,7/31/93,1/1/99,Engineer
281848,Parke,Staylopatis,1/29/65,7/31/93,1/1/99,Senior Engineer
281859,Masanao,Papastamatiou,1/17/65,11/25/85,1/1/99,Engineer
281859,Masanao,Papastamatiou,1/17/65,11/25/85,1/1/99,Senior Engineer
282191,Alper,Shinomoto,1/16/65,10/20/97,1/1/99,Engineer
282333,Nahla,Serdy,1/25/65,9/9/93,1/1/99,Senior Staff
282333,Nahla,Serdy,1/25/65,9/9/93,1/1/99,Staff
282343,Xinglin,Haldar,1/13/65,7/20/88,1/1/99,Senior Staff
282343,Xinglin,Haldar,1/13/65,7/20/88,1/1/99,Staff
282547,Nahum,Codenie,1/18/65,6/14/99,1/1/99,Engineer
282585,Zijian,Lammel,1/3/65,7/1/96,1/1/99,Staff
282894,Fay,Bellmore,1/5/65,5/3/89,1/1/99,Engineer
282894,Fay,Bellmore,1/5/65,5/3/89,1/1/99,Senior Engineer
284300,Ishfaq,Mahmud,1/22/65,11/29/91,1/1/99,Senior Staff
284300,Ishfaq,Mahmud,1/22/65,11/29/91,1/1/99,Staff
284431,Pintsang,Fujisawa,1/25/65,4/16/96,1/1/99,Senior Staff
284431,Pintsang,Fujisawa,1/25/65,4/16/96,1/1/99,Staff
284561,Duri,Beznosov,1/3/65,2/15/88,1/1/99,Senior Engineer
284687,Oksana,Redmiles,1/15/65,6/22/85,1/1/99,Engineer
284687,Oksana,Redmiles,1/15/65,6/22/85,1/1/99,Senior Engineer
284691,Theron,Ressouche,1/4/65,8/17/88,1/1/99,Engineer
284691,Theron,Ressouche,1/4/65,8/17/88,1/1/99,Senior Engineer
284711,Martijn,Azevdeo,1/21/65,2/10/88,1/1/99,Senior Engineer
284717,Gal,Ranta,1/11/65,11/7/92,1/1/99,Engineer
284717,Gal,Ranta,1/11/65,11/7/92,1/1/99,Senior Engineer
284856,Moto,Kobara,1/5/65,12/12/91,1/1/99,Engineer
284856,Moto,Kobara,1/5/65,12/12/91,1/1/99,Senior Engineer
284954,Anneke,Hammerschmidt,1/16/65,1/30/96,1/1/99,Engineer
285164,Xiaocheng,Kumaresan,1/2/65,10/3/94,1/1/99,Staff
285396,Lena,Kohling,1/27/65,10/4/86,1/1/99,Engineer
285396,Lena,Kohling,1/27/65,10/4/86,1/1/99,Senior Engineer
285905,Kellyn,Bage,1/9/65,11/4/94,1/1/99,Senior Staff
285906,Arnould,Buescher,1/2/65,3/26/98,1/1/99,Engineer
286026,Utpal,Zaumen,1/21/65,2/25/91,1/1/99,Senior Staff
286026,Utpal,Zaumen,1/21/65,2/25/91,1/1/99,Staff
286029,Jaques,Nanard,1/28/65,7/16/96,1/1/99,Staff
286370,Toshimitsu,Seuren,1/6/65,1/19/95,1/1/99,Senior Staff
286370,Toshimitsu,Seuren,1/6/65,1/19/95,1/1/99,Staff
286452,Behnaam,Bierbaum,1/26/65,1/31/99,1/1/99,Engineer
286573,Nahum,Nishimukai,1/27/65,7/29/94,1/1/99,Engineer
286573,Nahum,Nishimukai,1/27/65,7/29/94,1/1/99,Senior Engineer
286779,Sigeru,Versino,1/24/65,8/31/98,1/1/99,Engineer
286986,Woody,Trelles,1/1/65,5/23/96,1/1/99,Senior Engineer
287323,Steve,Dengi,2/1/65,9/15/99,1/1/99,Staff
287327,Youjian,Felder,1/13/65,7/15/93,1/1/99,Senior Staff
287327,Youjian,Felder,1/13/65,7/15/93,1/1/99,Staff
287334,Elliott,Speer,1/5/65,8/8/98,1/1/99,Engineer
287482,Shigeaki,Gihr,1/1/65,3/18/94,1/1/99,Engineer
287482,Shigeaki,Gihr,1/1/65,3/18/94,1/1/99,Senior Engineer
287583,Jovan,Hockney,1/18/65,6/21/90,1/1/99,Engineer
287583,Jovan,Hockney,1/18/65,6/21/90,1/1/99,Senior Engineer
287609,Sailaja,Negoita,1/6/65,1/20/88,1/1/99,Assistant Engineer
287609,Sailaja,Negoita,1/6/65,1/20/88,1/1/99,Engineer
287609,Sailaja,Negoita,1/6/65,1/20/88,1/1/99,Senior Engineer
287713,Aamod,Ranka,1/23/65,12/7/92,1/1/99,Senior Staff
287808,Vidar,Ozeki,1/9/65,6/17/96,1/1/99,Technique Leader
287983,Randi,Munos,1/23/65,9/7/90,1/1/99,Senior Staff
287984,Troy,Kobuchi,1/9/65,2/12/91,1/1/99,Engineer
287984,Troy,Kobuchi,1/9/65,2/12/91,1/1/99,Senior Engineer
288028,Kauko,Narwekar,1/22/65,12/16/85,1/1/99,Engineer
288028,Kauko,Narwekar,1/22/65,12/16/85,1/1/99,Senior Engineer
288142,Shay,Heystek,1/25/65,4/1/89,1/1/99,Senior Staff
