"emp_no","first_name","last_name","title","from_date","to_date","order"
486140,"Giap","Wiegley","Engineer","1991-04-12","1996-04-11",NULL
486140,"Giap","Wiegley","Senior Engineer","1996-04-11","9999-01-01",NULL
486143,"Fai","Decaestecker","Senior Engineer","1985-11-17","9999-01-01",NULL
486147,"Nidapan","Lubachevsky","Engineer","1992-01-05","2001-01-04",NULL
486147,"Nidapan","Lubachevsky","Senior Engineer","2001-01-04","9999-01-01",NULL
486152,"Saeed","Guenter","Senior Staff","1995-09-11","9999-01-01",NULL
486153,"Zorica","Gien","Senior Staff","1999-10-14","9999-01-01",NULL
486162,"Weidon","Brender","Senior Staff","1998-05-20","9999-01-01",NULL
486162,"Weidon","Brender","Staff","1991-05-20","1998-05-20",NULL
486166,"Akeno","Berztiss","Engineer","1999-09-30","9999-01-01",NULL
486168,"Suvo","Roison","Staff","1993-10-07","9999-01-01",NULL
486174,"Mabo","Sinitsyn","Senior Staff","1996-05-23","9999-01-01",NULL
486174,"Mabo","Sinitsyn","Staff","1987-05-24","1996-05-23",NULL
486176,"Rayond","Babb","Engineer","1985-05-11","1990-05-11",NULL
486176,"Rayond","Babb","Senior Engineer","1990-05-11","9999-01-01",NULL
486184,"Hideo","Serna","Engineer","1987-02-03","1994-02-03",NULL
486184,"Hideo","Serna","Senior Engineer","1994-02-03","9999-01-01",NULL
486191,"Giri","Collette","Senior Staff","1999-07-17","9999-01-01",NULL
486191,"Giri","Collette","Staff","1993-07-17","1999-07-17",NULL
486198,"Jaroslava","Danner","Senior Staff","1991-10-22","9999-01-01",NULL
486198,"Jaroslava","Danner","Staff","1985-10-22","1991-10-22",NULL
486203,"JoAnna","Gajiwala","Engineer","1992-07-13","1998-07-13",NULL
486203,"JoAnna","Gajiwala","Senior Engineer","1998-07-13","9999-01-01",NULL
486205,"Bodh","Baez","Engineer","1991-11-09","1998-11-09",NULL
486205,"Bodh","Baez","Senior Engineer","1998-11-09","9999-01-01",NULL
486207,"Fumino","Valtorta","Staff","1995-09-04","9999-01-01",NULL
486210,"Minghong","Marletta","Senior Staff","1996-01-04","9999-01-01",NULL
486210,"Minghong","Marletta","Staff","1987-01-04","1996-01-04",NULL
486215,"Kiyokazu","Zschoche","Senior Staff","1989-03-18","9999-01-01",NULL
486246,"Shaw","Birch","Senior Staff","1995-04-04","9999-01-01",NULL
486246,"Shaw","Birch","Staff","1987-04-04","1995-04-04",NULL
486249,"Claudi","Flexer","Senior Engineer","1995-12-25","9999-01-01",NULL
486253,"Rosalie","Nicolson","Engineer","1985-11-15","1990-11-15",NULL
486253,"Rosalie","Nicolson","Senior Engineer","1990-11-15","9999-01-01",NULL
486257,"Chikako","Caine","Senior Staff","1996-02-05","9999-01-01",NULL
486257,"Chikako","Caine","Staff","1990-02-05","1996-02-05",NULL
486262,"Akeno","Genther","Engineer","1987-07-11","1995-07-11",NULL
486262,"Akeno","Genther","Senior Engineer","1995-07-11","9999-01-01",NULL
486266,"Matk","Peron","Technique Leader","1985-06-20","9999-01-01",NULL
486278,"Theron","Schaad","Senior Engineer","1988-01-15","9999-01-01",NULL
486283,"Demin","Berstel","Senior Staff","1993-07-08","9999-01-01",NULL
486283,"Demin","Berstel","Staff","1987-07-09","1993-07-08",NULL
486284,"Venkatesan","Peternell","Senior Staff","1991-04-19","9999-01-01",NULL
486284,"Venkatesan","Peternell","Staff","1985-04-19","1991-04-19",NULL
486288,"Behnaam","Ritzmann","Staff","1997-06-18","9999-01-01",NULL
486307,"Mart","Ruemmler","Senior Engineer","1985-02-11","9999-01-01",NULL
486315,"Sadok","Chorvat","Senior Staff","1997-01-06","9999-01-01",NULL
486315,"Sadok","Chorvat","Staff","1988-01-07","1997-01-06",NULL
486327,"Aris","Pero","Engineer","1988-08-30","1995-08-31",NULL
486327,"Aris","Pero","Senior Engineer","1995-08-31","9999-01-01",NULL
486335,"Teunis","Kushnir","Senior Staff","1989-10-29","9999-01-01",NULL
486337,"Genta","Morrin","Engineer","1993-11-25","2000-11-25",NULL
486337,"Genta","Morrin","Senior Engineer","2000-11-25","9999-01-01",NULL
486345,"Marsal","Brodie","Senior Staff","2001-10-31","9999-01-01",NULL
486345,"Marsal","Brodie","Staff","1992-10-31","2001-10-31",NULL
486364,"Rosalyn","Ramras","Senior Staff","2001-03-13","9999-01-01",NULL
486364,"Rosalyn","Ramras","Staff","1995-03-14","2001-03-13",NULL
486366,"Foong","Billawala","Technique Leader","1987-03-19","9999-01-01",NULL
486372,"Hsiangchu","Renear","Senior Staff","2002-05-14","9999-01-01",NULL
486372,"Hsiangchu","Renear","Staff","1997-05-14","2002-05-14",NULL
486393,"Kristinn","Aloisi","Senior Staff","1992-05-28","9999-01-01",NULL
486393,"Kristinn","Aloisi","Staff","1986-05-29","1992-05-28",NULL
486423,"Kasidit","Taneja","Senior Staff","2000-10-17","9999-01-01",NULL
486423,"Kasidit","Taneja","Staff","1991-10-18","2000-10-17",NULL
486426,"Elvia","Zirintsis","Technique Leader","1985-12-15","9999-01-01",NULL
486429,"Debaprosad","Wossner","Senior Staff","1996-03-10","9999-01-01",NULL
486429,"Debaprosad","Wossner","Staff","1987-03-11","1996-03-10",NULL
486452,"Petter","Sundgren","Engineer","1988-03-26","1993-03-26",NULL
486452,"Petter","Sundgren","Senior Engineer","1993-03-26","9999-01-01",NULL
486456,"Elrique","Bernick","Senior Staff","1992-09-03","9999-01-01",NULL
486456,"Elrique","Bernick","Staff","1986-09-04","1992-09-03",NULL
486463,"Basim","Christ","Engineer","1988-05-23","1996-05-23",NULL
486463,"Basim","Christ","Senior Engineer","1996-05-23","9999-01-01",NULL
486481,"JoAnna","Gelosh","Technique Leader","1985-05-22","9999-01-01",NULL
486496,"Jaques","Marshall","Senior Staff","1985-08-27","9999-01-01",NULL
486509,"Mahendra","Mayerwieser","Senior Staff","1988-12-21","9999-01-01",NULL
486512,"Sangeeta","Casley","Technique Leader","1988-03-01","9999-01-01",NULL
486516,"Shih","Kitsuregawa","Senior Staff","1995-04-11","9999-01-01",NULL
486516,"Shih","Kitsuregawa","Staff","1987-04-11","1995-04-11",NULL
486518,"Florian","Pashtan","Senior Engineer","1988-12-15","9999-01-01",NULL
486519,"Vugranam","Setiz","Senior Staff","1996-10-28","9999-01-01",NULL
486519,"Vugranam","Setiz","Staff","1987-10-29","1996-10-28",NULL
486522,"Uinam","Rahimi","Senior Engineer","1988-11-09","9999-01-01",NULL
486531,"Hatem","Siepmann","Engineer","1996-11-09","9999-01-01",NULL
486537,"Mayuri","Orlowska","Senior Staff","1991-12-18","9999-01-01",NULL
486537,"Mayuri","Orlowska","Staff","1985-12-18","1991-12-18",NULL
486540,"Maik","Matzke","Assistant Engineer","1987-08-01","1996-07-31",NULL
486540,"Maik","Matzke","Engineer","1996-07-31","9999-01-01",NULL
486549,"Morris","Quadeer","Engineer","1986-03-29","1995-03-29",NULL
486549,"Morris","Quadeer","Senior Engineer","1995-03-29","9999-01-01",NULL
486553,"Toshiki","Schiper","Senior Staff","1998-06-23","9999-01-01",NULL
486553,"Toshiki","Schiper","Staff","1993-06-23","1998-06-23",NULL
486561,"Jordanka","Sommen","Staff","1999-05-29","9999-01-01",NULL
486562,"Radoslaw","Angelopoulos","Senior Staff","1994-11-15","9999-01-01",NULL
486562,"Radoslaw","Angelopoulos","Staff","1985-11-15","1994-11-15",NULL
486568,"Kiam","Pappas","Engineer","1991-11-14","1996-11-13",NULL
486568,"Kiam","Pappas","Senior Engineer","1996-11-13","9999-01-01",NULL
486586,"Zhenbing","Muchinsky","Senior Staff","1994-07-21","9999-01-01",NULL
486602,"Serap","Fabrizio","Senior Engineer","1986-08-08","9999-01-01",NULL
486620,"Torsten","Pluym","Engineer","1994-10-23","1999-10-23",NULL
486620,"Torsten","Pluym","Senior Engineer","1999-10-23","9999-01-01",NULL
486630,"Tommaso","Mateescu","Senior Staff","1997-07-02","9999-01-01",NULL
486630,"Tommaso","Mateescu","Staff","1988-07-02","1997-07-02",NULL
486631,"Elgin","Szmurlo","Senior Engineer","1994-01-30","9999-01-01",NULL
486639,"Chirstian","Kolvik","Engineer","1987-07-21","1993-07-20",NULL
486639,"Chirstian","Kolvik","Senior Engineer","1993-07-20","9999-01-01",NULL
486651,"Tse","Bennet","Engineer","1987-04-08","1995-04-08",NULL
486651,"Tse","Bennet","Senior Engineer","1995-04-08","9999-01-01",NULL
486658,"Neelam","Pfau","Engineer","1995-09-11","9999-01-01",NULL
486662,"Neelam","Brookner","Staff","1997-01-05","9999-01-01",NULL
486674,"Adamantios","Luke","Engineer","1994-02-21","2000-02-21",NULL
486674,"Adamantios","Luke","Senior Engineer","2000-02-21","9999-01-01",NULL
486679,"Aleksander","Kavvadias","Senior Engineer","1993-12-30","9999-01-01",NULL
486681,"Kousuke","Velasco","Senior Engineer","1986-04-27","9999-01-01",NULL
486687,"Nirmal","Marciano","Assistant Engineer","1987-12-29","1996-12-28",NULL
486687,"Nirmal","Marciano","Engineer","1996-12-28","9999-01-01",NULL
486690,"Goh","Bahk","Assistant Engineer","1987-04-23","1993-04-22",NULL
486690,"Goh","Bahk","Engineer","1993-04-22","1999-04-22",NULL
486690,"Goh","Bahk","Senior Engineer","1999-04-22","9999-01-01",NULL
486693,"Sastry","Delaune","Senior Staff","1991-02-05","9999-01-01",NULL
486693,"Sastry","Delaune","Staff","1986-02-05","1991-02-05",NULL
486703,"Masasuke","Lorcy","Engineer","1986-12-14","1994-12-14",NULL
486703,"Masasuke","Lorcy","Senior Engineer","1994-12-14","9999-01-01",NULL
486720,"Gou","Kumaresan","Engineer","1986-06-15","1993-06-15",NULL
486720,"Gou","Kumaresan","Senior Engineer","1993-06-15","9999-01-01",NULL
486726,"Vugranam","Aamodt","Engineer","1988-07-18","1993-07-18",NULL
486726,"Vugranam","Aamodt","Senior Engineer","1993-07-18","9999-01-01",NULL
486734,"Jolita","Lukaszewicz","Senior Engineer","1988-12-10","9999-01-01",NULL
486735,"Kristinn","Rotem","Senior Staff","1994-07-13","9999-01-01",NULL
486738,"Sasan","Dulay","Senior Engineer","1990-04-21","9999-01-01",NULL
486740,"Guiseppe","Cronin","Engineer","1989-07-09","1995-07-09",NULL
486740,"Guiseppe","Cronin","Senior Engineer","1995-07-09","9999-01-01",NULL
486752,"Toshimo","Scharstein","Staff","1997-09-21","9999-01-01",NULL
486753,"Chinho","Hitomi","Senior Staff","1996-01-30","9999-01-01",NULL
486753,"Chinho","Hitomi","Staff","1988-01-30","1996-01-30",NULL
486775,"Lene","Yetim","Technique Leader","1986-06-25","9999-01-01",NULL
486776,"Narain","Kawashima","Engineer","1987-08-23","1995-08-23",NULL
486776,"Narain","Kawashima","Senior Engineer","1995-08-23","9999-01-01",NULL
486784,"Berni","Verhaegen","Staff","1999-07-12","9999-01-01",NULL
486793,"Tadahiro","Keustermans","Engineer","1989-04-17","1997-04-17",NULL
486793,"Tadahiro","Keustermans","Senior Engineer","1997-04-17","9999-01-01",NULL
486809,"Oldrich","Schmittgen","Senior Staff","1994-04-11","9999-01-01",NULL
486809,"Oldrich","Schmittgen","Staff","1986-04-11","1994-04-11",NULL
486820,"Basant","Velardi","Engineer","1993-04-02","1999-04-02",NULL
486820,"Basant","Velardi","Senior Engineer","1999-04-02","9999-01-01",NULL
486826,"Utz","Erdi","Engineer","1997-09-13","9999-01-01",NULL
486828,"Sachin","Molenkamp","Staff","1999-03-27","9999-01-01",NULL
486831,"Ennio","Quadeer","Assistant Engineer","1986-09-03","1995-09-03",NULL
486831,"Ennio","Quadeer","Engineer","1995-09-03","9999-01-01",NULL
486836,"Remko","Klerer","Senior Staff","1987-12-06","9999-01-01",NULL
486840,"Volkmar","Picht","Senior Staff","1994-04-01","9999-01-01",NULL
486840,"Volkmar","Picht","Staff","1988-04-01","1994-04-01",NULL
486863,"Nathan","Polupanov","Senior Staff","1994-04-02","9999-01-01",NULL
486863,"Nathan","Polupanov","Staff","1986-04-02","1994-04-02",NULL
486876,"Heon","Vecchi","Staff","1999-05-22","9999-01-01",NULL
486879,"Duangkaew","Ligten","Assistant Engineer","1995-11-02","9999-01-01",NULL
486883,"Ayakannu","Deyuan","Technique Leader","1986-09-06","9999-01-01",NULL
486887,"Fai","Herber","Engineer","1992-11-08","1999-11-09",NULL
486887,"Fai","Herber","Senior Engineer","1999-11-09","9999-01-01",NULL
486888,"Florina","Veeraraghavan","Staff","1998-10-22","9999-01-01",NULL
486894,"Kristin","Constantine","Senior Staff","1993-02-15","9999-01-01",NULL
486894,"Kristin","Constantine","Staff","1986-02-15","1993-02-15",NULL
486925,"Saeed","Hatcliff","Engineer","1995-06-16","2002-06-16",NULL
486925,"Saeed","Hatcliff","Senior Engineer","2002-06-16","9999-01-01",NULL
486931,"Peternela","Bernini","Engineer","1998-10-24","9999-01-01",NULL
486946,"Idoia","Chleq","Senior Staff","1992-01-07","9999-01-01",NULL
486946,"Idoia","Chleq","Staff","1986-01-07","1992-01-07",NULL
486952,"Gen","Gimarc","Staff","1998-02-18","9999-01-01",NULL
486965,"Heather","Gornas","Engineer","1985-02-05","1991-02-05",NULL
486965,"Heather","Gornas","Senior Engineer","1991-02-05","9999-01-01",NULL
486966,"Lobel","Monkewich","Engineer","1997-05-26","9999-01-01",NULL
486967,"Xiaoqiu","Kalloufi","Senior Staff","1988-12-10","9999-01-01",NULL
486969,"Vishwani","Picci","Engineer","1993-05-26","2001-05-26",NULL
486969,"Vishwani","Picci","Senior Engineer","2001-05-26","9999-01-01",NULL
486974,"Hironobu","Fontan","Engineer","1988-08-26","1996-08-26",NULL
486974,"Hironobu","Fontan","Senior Engineer","1996-08-26","9999-01-01",NULL
486977,"Jaideep","Baik","Engineer","1989-06-29","1996-06-29",NULL
486977,"Jaideep","Baik","Senior Engineer","1996-06-29","9999-01-01",NULL
487005,"Atilio","Carrere","Engineer","1997-11-27","9999-01-01",NULL
487014,"Amstein","Schiper","Engineer","1989-09-28","1997-09-28",NULL
487014,"Amstein","Schiper","Senior Engineer","1997-09-28","9999-01-01",NULL
487054,"Bernd","Gire","Staff","1998-02-28","9999-01-01",NULL
487058,"Fay","Brender","Senior Engineer","1989-07-29","9999-01-01",NULL
487071,"Khoa","Klyachko","Senior Staff","1994-04-09","9999-01-01",NULL
487071,"Khoa","Klyachko","Staff","1985-04-09","1994-04-09",NULL
487075,"Nevio","Alvarado","Engineer","1988-10-06","1997-10-06",NULL
487075,"Nevio","Alvarado","Senior Engineer","1997-10-06","9999-01-01",NULL
487078,"Oscal","Seiwald","Senior Staff","1993-02-04","9999-01-01",NULL
487078,"Oscal","Seiwald","Staff","1985-02-04","1993-02-04",NULL
487090,"Yagil","Oxenboll","Engineer","1985-02-23","1990-02-23",NULL
487090,"Yagil","Oxenboll","Senior Engineer","1990-02-23","9999-01-01",NULL
487098,"Mana","Poujol","Staff","1997-12-16","9999-01-01",NULL
487108,"Souichi","Brendel","Engineer","1987-12-29","1996-12-28",NULL
487108,"Souichi","Brendel","Senior Engineer","1996-12-28","9999-01-01",NULL
487121,"Duangkaew","Litecky","Senior Staff","1985-02-17","9999-01-01",NULL
487128,"Tayeb","Samarati","Senior Staff","1994-02-05","9999-01-01",NULL
487128,"Tayeb","Samarati","Staff","1987-02-05","1994-02-05",NULL
487130,"Alselm","Roison","Technique Leader","1988-01-28","9999-01-01",NULL
487149,"Uno","Suppi","Senior Staff","1992-08-10","9999-01-01",NULL
487149,"Uno","Suppi","Staff","1986-08-11","1992-08-10",NULL
487151,"Rosella","Engelmann","Engineer","1995-12-19","2001-12-18",NULL
487151,"Rosella","Engelmann","Senior Engineer","2001-12-18","9999-01-01",NULL
487152,"Radhia","Stamatiou","Senior Staff","1988-03-10","9999-01-01",NULL
487163,"Przemyslawa","Walstra","Assistant Engineer","1999-08-23","9999-01-01",NULL
487169,"Toshimi","Naumovich","Engineer","1992-09-22","1998-09-22",NULL
487169,"Toshimi","Naumovich","Senior Engineer","1998-09-22","9999-01-01",NULL
487182,"Pantung","Kalefeld","Engineer","1985-04-18","1994-04-18",NULL
487182,"Pantung","Kalefeld","Senior Engineer","1994-04-18","9999-01-01",NULL
487220,"Douadi","Hiraishi","Senior Engineer","1997-08-11","9999-01-01",NULL
487227,"Susumu","Delgrande","Staff","1994-09-14","9999-01-01",NULL
487231,"Eishiro","Wendorf","Senior Engineer","1988-04-12","9999-01-01",NULL
487250,"Gita","Gecsei","Engineer","1996-03-15","9999-01-01",NULL
487258,"Larisa","Kroll","Senior Staff","1992-06-08","9999-01-01",NULL
487258,"Larisa","Kroll","Staff","1987-06-09","1992-06-08",NULL
487259,"Akeno","Klerer","Senior Engineer","1989-05-11","9999-01-01",NULL
487260,"Katsuo","Nyrup","Senior Staff","1998-12-03","9999-01-01",NULL
487260,"Katsuo","Nyrup","Staff","1993-12-03","1998-12-03",NULL
487265,"Ramzi","Sidhu","Senior Staff","1991-05-04","9999-01-01",NULL
487265,"Ramzi","Sidhu","Staff","1986-05-04","1991-05-04",NULL
487268,"Samphel","Asmuth","Senior Staff","1995-12-13","9999-01-01",NULL
487268,"Samphel","Asmuth","Staff","1989-12-13","1995-12-13",NULL
487272,"Augustine","Nourani","Senior Staff","2001-06-01","9999-01-01",NULL
487272,"Augustine","Nourani","Staff","1994-06-01","2001-06-01",NULL
487276,"Chaoyi","Kowalchuk","Senior Engineer","1986-06-27","9999-01-01",NULL
487280,"Adib","Hitomi","Engineer","1990-01-14","1999-01-14",NULL
487280,"Adib","Hitomi","Senior Engineer","1999-01-14","9999-01-01",NULL
487282,"Masoud","Beeson","Engineer","1985-11-21","1992-11-21",NULL
487282,"Masoud","Beeson","Senior Engineer","1992-11-21","9999-01-01",NULL
487285,"Augustine","Minakawa","Senior Engineer","1986-06-08","9999-01-01",NULL
487286,"Insup","Copas","Senior Staff","1999-12-30","9999-01-01",NULL
487286,"Insup","Copas","Staff","1990-12-30","1999-12-30",NULL
487294,"Alenka","Zirintsis","Technique Leader","1985-09-20","9999-01-01",NULL
487313,"Sushant","Tramer","Engineer","1987-06-15","1995-06-15",NULL
487313,"Sushant","Tramer","Senior Engineer","1995-06-15","9999-01-01",NULL
487320,"Shaw","Nilsson","Senior Staff","1993-09-04","9999-01-01",NULL
487320,"Shaw","Nilsson","Staff","1988-09-04","1993-09-04",NULL
487350,"Krisda","Axelband","Senior Staff","1993-07-17","9999-01-01",NULL
487350,"Krisda","Axelband","Staff","1986-07-17","1993-07-17",NULL
487358,"Godehard","Katalagarianos","Senior Staff","1997-11-15","9999-01-01",NULL
487358,"Godehard","Katalagarianos","Staff","1988-11-15","1997-11-15",NULL
487359,"Tesuya","Horswill","Senior Engineer","1993-07-16","9999-01-01",NULL
487372,"Arvind","Rosay","Staff","1997-07-24","9999-01-01",NULL
487373,"Ingmar","Huxford","Engineer","1988-05-07","1997-05-07",NULL
487373,"Ingmar","Huxford","Senior Engineer","1997-05-07","9999-01-01",NULL
487374,"Jayesh","Swiss","Senior Staff","1991-12-08","9999-01-01",NULL
487374,"Jayesh","Swiss","Staff","1985-12-08","1991-12-08",NULL
487384,"Heejo","Nourani","Senior Staff","1993-12-17","9999-01-01",NULL
487384,"Heejo","Nourani","Staff","1987-12-18","1993-12-17",NULL
487385,"Stepehn","Felcyn","Engineer","1990-10-07","1999-10-07",NULL
487385,"Stepehn","Felcyn","Senior Engineer","1999-10-07","9999-01-01",NULL
487393,"Keung","Hebert","Senior Staff","2000-07-18","9999-01-01",NULL
487393,"Keung","Hebert","Staff","1995-07-19","2000-07-18",NULL
487397,"Mara","Farrag","Assistant Engineer","1993-01-25","1998-01-25",NULL
487397,"Mara","Farrag","Engineer","1998-01-25","9999-01-01",NULL
487405,"Ioana","Krychniak","Engineer","1987-07-08","1994-07-08",NULL
487405,"Ioana","Krychniak","Senior Engineer","1994-07-08","9999-01-01",NULL
487422,"Adhemar","Maksimenko","Technique Leader","1988-01-21","9999-01-01",NULL
487437,"Mohammad","Rajcani","Senior Engineer","1995-01-12","9999-01-01",NULL
487442,"Boutros","Dredge","Assistant Engineer","1986-09-23","1994-09-23",NULL
487442,"Boutros","Dredge","Engineer","1994-09-23","9999-01-01",NULL
487444,"Aran","Uehara","Engineer","1985-11-11","1993-11-11",NULL
487444,"Aran","Uehara","Senior Engineer","1993-11-11","9999-01-01",NULL
487462,"Dipayan","Bierbaum","Technique Leader","1999-05-19","9999-01-01",NULL
487478,"Nahid","Weisert","Technique Leader","1985-07-18","9999-01-01",NULL
487482,"Tayeb","McAlpine","Engineer","1998-07-26","9999-01-01",NULL
487495,"Dekang","Shobatake","Engineer","1997-01-07","2002-01-07",NULL
487495,"Dekang","Shobatake","Senior Engineer","2002-01-07","9999-01-01",NULL
487496,"Masamitsu","Zaccaria","Senior Engineer","1985-11-01","9999-01-01",NULL
487502,"Owen","Peris","Senior Engineer","1988-11-03","9999-01-01",NULL
487503,"Bernardo","Maraist","Engineer","1989-04-20","1997-04-20",NULL
487503,"Bernardo","Maraist","Senior Engineer","1997-04-20","9999-01-01",NULL
487508,"Arfst","Roohalamini","Engineer","1987-01-07","1993-01-06",NULL
487508,"Arfst","Roohalamini","Senior Engineer","1993-01-06","9999-01-01",NULL
487522,"Marlo","Kemmerer","Engineer","1987-08-13","1992-08-12",NULL
487522,"Marlo","Kemmerer","Senior Engineer","1992-08-12","9999-01-01",NULL
487525,"Irena","Buescher","Senior Staff","1992-04-12","9999-01-01",NULL
487525,"Irena","Buescher","Staff","1987-04-13","1992-04-12",NULL
487529,"Toshimori","Jiang","Senior Engineer","1993-03-16","9999-01-01",NULL
487538,"Tomokazu","Douceur","Senior Staff","1990-05-08","9999-01-01",NULL
487538,"Tomokazu","Douceur","Staff","1985-05-08","1990-05-08",NULL
487543,"Xiping","Menhoudj","Senior Staff","1993-08-20","9999-01-01",NULL
487543,"Xiping","Menhoudj","Staff","1988-08-20","1993-08-20",NULL
487567,"Dhritiman","Rahimi","Senior Staff","1991-02-25","9999-01-01",NULL
487577,"Nidapan","Bottner","Senior Engineer","1986-12-29","9999-01-01",NULL
487579,"Zhongwei","Maksimenko","Staff","1997-01-30","9999-01-01",NULL
487580,"Guiseppe","Gerteisen","Engineer","1993-02-08","1999-02-08",NULL
487580,"Guiseppe","Gerteisen","Senior Engineer","1999-02-08","9999-01-01",NULL
487582,"Domenico","Katalagarianos","Engineer","1994-09-05","2000-09-04",NULL
487582,"Domenico","Katalagarianos","Senior Engineer","2000-09-04","9999-01-01",NULL
487599,"Shai","Plavsic","Senior Staff","1993-11-08","9999-01-01",NULL
487599,"Shai","Plavsic","Staff","1986-11-08","1993-11-08",NULL
487601,"Aksel","Emiris","Engineer","1999-10-07","9999-01-01",NULL
487611,"Vasilis","Sethi","Engineer","1988-08-10","1997-08-10",NULL
487611,"Vasilis","Sethi","Senior Engineer","1997-08-10","9999-01-01",NULL
487617,"Berni","Hainaut","Engineer","1998-07-19","9999-01-01",NULL
487633,"Foong","Zweizig","Assistant Engineer","1986-11-26","1992-11-25",NULL
487633,"Foong","Zweizig","Engineer","1992-11-25","1998-11-25",NULL
487633,"Foong","Zweizig","Senior Engineer","1998-11-25","9999-01-01",NULL
487640,"Apostol","Vecchi","Engineer","1988-07-11","1995-07-12",NULL
487640,"Apostol","Vecchi","Senior Engineer","1995-07-12","9999-01-01",NULL
487649,"Toney","Kornatzky","Engineer","1999-09-13","9999-01-01",NULL
487651,"Itzchak","Cooke","Technique Leader","1986-04-18","9999-01-01",NULL
487659,"Lakshmi","Fadgyas","Assistant Engineer","1991-11-30","1996-11-29",NULL
487659,"Lakshmi","Fadgyas","Engineer","1996-11-29","2001-11-29",NULL
487659,"Lakshmi","Fadgyas","Senior Engineer","2001-11-29","9999-01-01",NULL
487663,"Jeane","Brizzi","Assistant Engineer","1986-05-18","1995-05-18",NULL
487663,"Jeane","Brizzi","Engineer","1995-05-18","9999-01-01",NULL
487667,"Valery","Cannard","Senior Staff","1991-08-09","9999-01-01",NULL
487667,"Valery","Cannard","Staff","1985-08-09","1991-08-09",NULL
487677,"Danny","Kilgour","Engineer","1986-06-05","1993-06-05",NULL
487677,"Danny","Kilgour","Senior Engineer","1993-06-05","9999-01-01",NULL
487684,"Houman","Rahier","Engineer","1986-02-06","1992-02-06",NULL
487684,"Houman","Rahier","Senior Engineer","1992-02-06","9999-01-01",NULL
487686,"Geraldo","Munoz","Senior Staff","1992-11-04","9999-01-01",NULL
487686,"Geraldo","Munoz","Staff","1985-11-04","1992-11-04",NULL
487692,"Padma","Ozeki","Senior Engineer","1987-09-05","9999-01-01",NULL
487697,"Conrado","Marciano","Staff","1999-10-16","9999-01-01",NULL
487703,"Khedija","Sewelson","Senior Engineer","1994-05-27","9999-01-01",NULL
487709,"Sanjai","Vasanthakumar","Engineer","1990-08-18","1996-08-17",NULL
487709,"Sanjai","Vasanthakumar","Senior Engineer","1996-08-17","9999-01-01",NULL
487732,"Masami","Iisaku","Technique Leader","1986-02-02","9999-01-01",NULL
487743,"Chanjung","Kavvadias","Senior Staff","1990-08-19","9999-01-01",NULL
487743,"Chanjung","Kavvadias","Staff","1985-08-19","1990-08-19",NULL
487749,"Unal","Comte","Senior Staff","1995-11-06","9999-01-01",NULL
487749,"Unal","Comte","Staff","1986-11-06","1995-11-06",NULL
487758,"Sandeepan","Wendorf","Senior Engineer","1988-05-12","9999-01-01",NULL
487775,"Toshimori","Bennis","Senior Staff","1989-03-18","9999-01-01",NULL
487789,"Val","Bellone","Engineer","1986-03-02","1994-03-02",NULL
487789,"Val","Bellone","Senior Engineer","1994-03-02","9999-01-01",NULL
487790,"Kolar","Fontan","Engineer","1987-11-19","1992-11-18",NULL
487790,"Kolar","Fontan","Senior Engineer","1992-11-18","9999-01-01",NULL
487792,"Nevio","Suessmith","Senior Engineer","1995-11-21","9999-01-01",NULL
487801,"Panayotis","Ferriere","Engineer","1988-02-06","1994-02-05",NULL
487801,"Panayotis","Ferriere","Senior Engineer","1994-02-05","9999-01-01",NULL
487804,"Annemarie","Honglei","Senior Engineer","1987-11-06","9999-01-01",NULL
487815,"Khalil","Pollacia","Engineer","1987-09-03","1995-09-03",NULL
487815,"Khalil","Pollacia","Senior Engineer","1995-09-03","9999-01-01",NULL
487825,"Hilari","Kropatsch","Engineer","1988-02-04","1994-02-03",NULL
487825,"Hilari","Kropatsch","Senior Engineer","1994-02-03","9999-01-01",NULL
487831,"Urs","Lemarechal","Engineer","1986-05-21","1992-05-20",NULL
487831,"Urs","Lemarechal","Senior Engineer","1992-05-20","9999-01-01",NULL
487849,"Sanjiv","Perna","Assistant Engineer","1988-04-07","1995-04-08",NULL
487849,"Sanjiv","Perna","Engineer","1995-04-08","2002-04-08",NULL
487849,"Sanjiv","Perna","Senior Engineer","2002-04-08","9999-01-01",NULL
487869,"Uli","Guenter","Senior Staff","2000-10-08","9999-01-01",NULL
487869,"Uli","Guenter","Staff","1991-10-09","2000-10-08",NULL
487871,"Mantis","Panwar","Senior Staff","1987-06-14","9999-01-01",NULL
487884,"Yuichiro","Kawashima","Senior Engineer","1991-01-16","9999-01-01",NULL
487894,"Subhankar","Highland","Senior Staff","1995-07-28","9999-01-01",NULL
487894,"Subhankar","Highland","Staff","1987-07-28","1995-07-28",NULL
487904,"Gererd","Ciolek","Engineer","1992-11-27","1998-11-27",NULL
487904,"Gererd","Ciolek","Senior Engineer","1998-11-27","9999-01-01",NULL
487941,"Haldon","Mahmud","Engineer","1985-07-30","1991-07-30",NULL
487941,"Haldon","Mahmud","Senior Engineer","1991-07-30","9999-01-01",NULL
487974,"Masadi","Smailagic","Engineer","1986-04-07","1991-04-06",NULL
487974,"Masadi","Smailagic","Senior Engineer","1991-04-06","9999-01-01",NULL
487986,"Jackson","Geffroy","Senior Staff","2002-03-31","9999-01-01",NULL
